ts,seq,i_ph_max,i_n,thd_i_mean,t_low_c,td_margin_k,worst_point,worst_dt_c,max_k_ratio,min_ttl_h,target_dt_c,target_k_ratio,q_any,dq_codes,pd_pps,risk_score,risk_mode,alarms
2026-04-06T10:00:00+00:00,40,1547,223.6,5.69,19.08,-0.64,DSYA4_L1,22.56,1,,,,0,,2.35,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T10:15:00+00:00,41,1561,226.2,5.67,19.36,-0.54,DSYA4_L1,22.57,1,,,,0,,2.01,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T10:30:00+00:00,42,1572,228.1,5.65,19.64,-0.44,DSYA4_L1,22.58,1,,,,0,,2.09,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T10:45:00+00:00,43,1582,230.4,5.64,19.91,-0.34,DSYA4_L1,22.99,1,,,,0,,2.14,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T11:00:00+00:00,44,1584,232.7,5.64,20.17,-0.25,DSYA4_L1,23.16,1,,,,0,,2.11,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T11:15:00+00:00,45,1594,235.7,5.62,20.42,-0.15,DSYA4_L1,23.37,1,,,,0,,2.39,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T11:30:00+00:00,46,1599,236.3,5.61,20.66,-0.06,DSYA4_L1,23.29,1,,,,0,,2.38,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T11:45:00+00:00,47,1589,235.7,5.63,20.89,0.02,DSYA4_L1,23.98,1,,,,0,,2.2,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T12:00:00+00:00,48,1578,235.4,5.65,21.1,0.11,DSYA3_L1,23.43,1,,,,0,,2.2,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T12:15:00+00:00,49,1563,234.8,5.68,21.31,0.18,DSYA3_L1,23.24,1,,,,0,,2.08,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T12:30:00+00:00,50,1550,234.9,5.7,21.49,0.25,DSYA3_L1,22.83,1,,,,0,,2.46,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T12:45:00+00:00,51,1528,232.8,5.74,21.67,0.32,DSYA3_L1,22.85,1,,,,0,,2.22,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T13:00:00+00:00,52,1515,233.1,5.76,21.82,0.38,DSYA3_L1,22.52,1,,,,0,,2.09,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T13:15:00+00:00,53,1527,236.4,5.75,21.96,0.44,DSYA3_L1,21.84,1,,,,0,,2.01,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T13:30:00+00:00,54,1542,237.2,5.72,22.08,0.48,DSYA3_L1,21.67,1,,,,0,,2.12,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T13:45:00+00:00,55,1560,242.2,5.7,22.19,0.53,DSYA4_L1,22,1,,,,0,,2.43,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T14:00:00+00:00,56,1566,243.1,5.69,22.27,0.56,DSYA4_L1,22.69,1,,,,0,,2.63,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T14:15:00+00:00,57,1586,247,5.66,22.34,0.59,DSYA4_L1,22.94,1,,,,0,,2.03,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T14:30:00+00:00,58,1601,247.6,5.63,22.39,0.6,DSYA4_L1,23,1,,,,0,,2.26,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T14:45:00+00:00,59,1616,250.4,5.61,22.42,0.62,DSYA4_L1,23.29,1,,,,0,,2.14,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T15:00:00+00:00,60,1640,254.5,5.57,22.43,0.62,DSYA4_L1,24.21,1,,,,0,,2.23,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T15:15:00+00:00,61,1643,254.7,5.57,22.42,0.62,DSYA4_L1,24.79,1,,,,0,,2.08,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T15:30:00+00:00,62,1647,253.8,5.56,22.39,0.6,DSYA4_L1,24.83,1,,,,0,,2.13,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T15:45:00+00:00,63,1653,256.3,5.55,22.34,0.59,DSYA4_L1,25.08,1,,,,0,,2.11,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T16:00:00+00:00,64,1649,255.6,5.56,22.27,0.56,DSYA4_L1,25.4,1,,,,0,,2.15,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T16:15:00+00:00,65,1652,254.3,5.55,22.19,0.53,DSYA4_L1,25.82,1,,,,0,,2.38,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T16:30:00+00:00,66,1642,252.4,5.57,22.08,0.48,DSYA4_L1,25.76,1,,,,0,,2.13,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T16:45:00+00:00,67,1629,250.8,5.59,21.96,0.44,DSYA7_L1,25.27,1,,,,0,,2.76,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T17:00:00+00:00,68,1629,250.5,5.59,21.82,0.38,DSYA7_L1,24.84,1,,,,0,,2.19,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T17:15:00+00:00,69,1608,249.5,5.62,21.67,0.32,DSYA3_L1,24.84,1,,,,0,,2.08,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T17:30:00+00:00,70,1584,246,5.66,21.49,0.25,DSYA4_L1,24.46,1,,,,0,,2.01,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T17:45:00+00:00,71,1562,243.2,5.69,21.31,0.18,DSYA7_L1,23.75,1,,,,0,,2.27,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T18:00:00+00:00,72,1540,242.2,5.73,21.1,0.11,DSYA3_L1,23.41,1,,,,0,,2.15,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T18:15:00+00:00,73,1511,237.8,5.78,20.89,0.02,DSYA7_L1,22.74,1,,,,0,,2.27,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T18:30:00+00:00,74,1496,235.6,5.8,20.66,-0.06,DSYA3_L1,22.16,1,,,,0,,2.41,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T18:45:00+00:00,75,1467,230.5,5.84,20.42,-0.15,DSYA3_L1,21.91,1,,,,0,,2.05,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T19:00:00+00:00,76,1446,227.2,5.88,20.17,-0.25,DSYA3_L1,20.58,1,,,,0,,2.07,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T19:15:00+00:00,77,1459,230.5,5.86,19.91,-0.34,DSYA3_L1,20.29,1,,,,0,,2.44,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T19:30:00+00:00,78,1476,233,5.83,19.64,-0.44,DSYA7_L1,20.15,1,,,,0,,2.14,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T19:45:00+00:00,79,1485,234.5,5.82,19.36,-0.54,DSYA3_L1,20.41,1,,,,0,,2.77,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T20:00:00+00:00,80,1491,235.7,5.81,19.08,-0.64,DSYA4_L1,20.65,1,,,,0,,2.28,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T20:15:00+00:00,81,1461,233.5,5.86,18.79,-0.74,DSYA4_L1,20.57,1,,,,0,,2.25,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T20:30:00+00:00,82,1440,230.6,5.89,18.5,-0.84,DSYA3_L1,19.98,1,,,,0,,2.12,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T20:45:00+00:00,83,1401,223.8,5.95,18.21,-0.95,DSYA3_L1,19.69,1,,,,0,,2.31,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T21:00:00+00:00,84,1376,219,5.99,17.91,-1.05,DSYA7_L1,19.1,1,,,,0,,2.42,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T21:15:00+00:00,85,1317,207.9,6.08,17.62,-1.15,DSYA7_L1,18.36,1,,,,0,,2.53,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T21:30:00+00:00,86,1267,200.4,6.16,17.33,-1.25,DSYA3_L1,17.46,1,,,,0,,2.17,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T21:45:00+00:00,87,1210,192.4,6.25,17.03,-1.35,DSYA3_L1,16.52,1,,,,0,,2.1,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T22:00:00+00:00,88,1158,185.2,6.33,16.75,-1.44,DSYA3_L1,15.59,1,,,,0,,2.05,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T22:15:00+00:00,89,1078,173.8,6.46,16.46,-1.53,DSYA3_L1,13.97,1,,,,0,,2.11,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T22:30:00+00:00,90,990.7,162.2,6.6,16.19,-1.62,DSYA3_L1,12.92,1,,,,0,,2.18,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T22:45:00+00:00,91,909,150.5,6.73,15.92,-1.68,DSYA7_L1,11.59,1,,,,0,,2.57,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T23:00:00+00:00,92,823.3,138.7,6.87,15.66,-1.68,DSYA3_L1,9.69,1,,,,0,,2.16,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T23:15:00+00:00,93,744.5,126.1,7,15.41,-1.69,DSYA7_L1,8.51,1,,,,0,,2.32,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T23:30:00+00:00,94,669.8,115.1,7.12,15.17,-1.69,DSYA7_L1,7.25,1,,,,0,,2.15,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-06T23:45:00+00:00,95,594.5,103.9,7.24,14.94,-1.69,DSYA7_L1,6.02,1,,,,0,,2.32,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T00:00:00+00:00,96,518.1,91.1,7.36,15,-1.69,DSYA7_L1,5.07,1,,,,0,,2.27,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T00:15:00+00:00,97,502.5,88.8,7.39,14.8,-1.69,DSYA3_L1,4.45,1,,,,0,,2.13,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T00:30:00+00:00,98,490.3,87.2,7.41,14.62,-1.69,DSYA7_L1,3.37,1,,,,0,,2.36,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T00:45:00+00:00,99,478.6,85.2,7.43,14.44,-1.69,DSYA1_L1,2.93,1,,,,0,,2.03,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T01:00:00+00:00,100,470,83.1,7.44,14.29,-1.69,DSYA3_L1,2.92,1,,,,0,,2.07,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T01:15:00+00:00,101,458.1,81.1,7.46,14.15,-1.69,DSYA3_L1,2.54,1,,,,0,,2.31,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T01:30:00+00:00,102,449,79.3,7.47,14.03,-1.69,DSYA4_L1,2.35,1,,,,0,,2.08,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T01:45:00+00:00,103,443.7,79.2,7.48,13.92,-1.69,DSYA3_L1,2.09,1,,,,0,,2.17,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T02:00:00+00:00,104,434.7,78,7.5,13.84,-1.69,DSYA4_L1,2.11,1,,,,0,,2.44,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T02:15:00+00:00,105,431.6,77.3,7.5,13.77,-1.69,DSYA3_L1,2.52,1,,,,0,,2.15,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T02:30:00+00:00,106,427.2,76.8,7.51,13.72,-1.69,DSYA1_L1,2.21,1,,,,0,,2.33,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T02:45:00+00:00,107,425,76.8,7.52,13.7,-1.69,DSYA4_L2,1.95,1,,,,0,,2.13,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T03:00:00+00:00,108,423.2,76.1,7.52,13.69,-1.69,DSYA2_L1,1.97,1,,,,0,,2.05,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T03:15:00+00:00,109,422.9,76.1,7.52,13.7,-1.69,DSYA4_L1,2.13,1,,,,0,,2.18,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T03:30:00+00:00,110,423,76.1,7.52,13.72,-1.69,DSYA2_L1,1.84,1,,,,0,,2.22,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T03:45:00+00:00,111,422.2,76.2,7.52,13.77,-1.69,DSYA4_L1,1.66,1,,,,0,,2.14,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T04:00:00+00:00,112,423.8,76.3,7.52,13.84,-1.69,DSYA4_L1,1.8,1,,,,0,,2.25,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T04:15:00+00:00,113,427.6,76.5,7.51,13.92,-1.69,DSYA7_L1,1.79,1,,,,0,,2.04,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T04:30:00+00:00,114,437.1,77.9,7.49,14.03,-1.69,DSYA4_L1,2.08,1,,,,0,,2.26,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T04:45:00+00:00,115,442.5,78.8,7.49,14.15,-1.69,DSYA7_L1,1.99,1,,,,0,,2.24,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T05:00:00+00:00,116,452.7,80.5,7.47,14.29,-1.69,DSYA4_L1,2.17,1,,,,0,,2.06,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T05:15:00+00:00,117,485.4,85.9,7.42,14.44,-1.69,DSYA4_L2,2.01,1,,,,0,,2.11,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T05:30:00+00:00,118,519.9,91.7,7.36,14.62,-1.69,DSYA7_L1,2.44,1,,,,0,,2.24,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T05:45:00+00:00,119,549.3,96.1,7.31,14.8,-1.69,DSYA4_L1,2.43,1,,,,0,,2.21,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T06:00:00+00:00,120,580.8,101.2,7.26,15,-1.69,DSYA4_L1,2.61,1,,,,0,,2.02,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T06:15:00+00:00,121,684.4,117.7,7.1,15.22,-1.69,DSYA1_L1,3.01,1,,,,0,,2.17,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T06:30:00+00:00,122,787.1,133.6,6.93,15.45,-1.69,DSYA4_L1,4.18,1,,,,0,,2.31,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T06:45:00+00:00,123,890.7,148.1,6.76,15.69,-1.68,DSYA4_L1,5.4,1,,,,0,,2.42,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T07:00:00+00:00,124,995.2,162.1,6.59,15.94,-1.68,DSYA4_L1,6.8,1,,,,0,,2.27,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T07:15:00+00:00,125,1100,177.4,6.43,16.2,-1.62,DSYA4_L1,8.65,1,,,,0,,2.26,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T07:30:00+00:00,126,1200,190.5,6.26,16.46,-1.53,DSYA4_L1,10.9,1,,,,0,,2.01,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T07:45:00+00:00,127,1310,205,6.09,16.74,-1.44,DSYA4_L1,12.98,1,,,,0,,2.12,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T08:00:00+00:00,128,1425,221.7,5.91,17.02,-1.35,DSYA4_L1,15.22,1,,,,0,,2.14,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T08:15:00+00:00,129,1455,224.7,5.86,17.31,-1.25,DSYA4_L1,18.17,1,,,,0,,2.12,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T08:30:00+00:00,130,1496,229.4,5.79,17.6,-1.16,DSYA4_L1,19.49,1,,,,0,,2.45,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T08:45:00+00:00,131,1518,231.3,5.75,17.89,-1.06,DSYA4_L1,20.31,1,,,,0,,2.63,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T09:00:00+00:00,132,1541,234.7,5.72,18.19,-0.96,DSYA4_L1,21.33,1,,,,0,,2.46,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T09:15:00+00:00,133,1529,234.3,5.74,18.48,-0.85,DSYA4_L1,21.96,1,,,,0,,2,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T09:30:00+00:00,134,1509,231.1,5.77,18.77,-0.75,DSYA4_L1,21.49,1,,,,0,,2.31,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T09:45:00+00:00,135,1500,231,5.79,19.06,-0.65,DSYA4_L1,21.21,1,,,,0,,2.07,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
2026-04-07T10:00:00+00:00,136,1493,229.2,5.8,19.35,-0.54,DSYA7_L1,21.13,1,,,,0,,2.14,47,HYP-CONDENSE,ALM-DEW-WARN;ALM-DEW-ALM
