ts,seq,i_ph_max,i_n,thd_i_mean,t_low_c,td_margin_k,worst_point,worst_dt_c,max_k_ratio,min_ttl_h,target_dt_c,target_k_ratio,q_any,dq_codes,pd_pps,risk_score,risk_mode,alarms
2026-07-06T03:00:00+00:00,12,540.8,94,7.33,35.87,7.48,DSYA3_L1,2.84,1,,1.83,1,0,,0,0,HYP-NORMAL,
2026-07-06T03:15:00+00:00,13,535,92.9,7.33,35.88,7.49,DSYA4_L1,2.83,1,,1.94,1,0,,0,0,HYP-NORMAL,
2026-07-06T03:30:00+00:00,14,532.5,92.5,7.34,35.9,7.5,DSYA7_L1,2.92,1,,2.12,1,0,,0,0,HYP-NORMAL,
2026-07-06T03:45:00+00:00,15,530.8,92.4,7.34,35.94,7.53,DSYA1_L1,2.76,1,,1.73,1,0,,0,0,HYP-NORMAL,
2026-07-06T04:00:00+00:00,16,532.9,92.7,7.34,35.99,7.56,DSYA3_L1,2.82,1,,1.79,1,0,,0,0,HYP-NORMAL,
2026-07-06T04:15:00+00:00,17,543.7,94.5,7.32,36.06,7.61,DSYA3_L1,2.85,1,,1.69,1,0,,0,0,HYP-NORMAL,
2026-07-06T04:30:00+00:00,18,550.1,95.2,7.31,36.14,7.66,DSYA3_L1,2.8,1,,2.23,1,0,,0,0,HYP-NORMAL,
2026-07-06T04:45:00+00:00,19,561.7,97,7.29,36.24,7.72,DSYA4_L1,2.83,1,,1.93,1,0,,0,0,HYP-NORMAL,
2026-07-06T05:00:00+00:00,20,571.7,98.2,7.27,36.35,7.79,DSYA4_L1,2.84,1,,2.44,1,0,,0,0,HYP-NORMAL,
2026-07-06T05:15:00+00:00,21,611.2,104.4,7.21,36.47,7.88,DSYA4_L1,3.11,1,,2.79,1,0,,0,0,HYP-NORMAL,
2026-07-06T05:30:00+00:00,22,651.8,110.9,7.14,36.6,7.97,DSYA4_L1,3.29,1,,2.88,1,0,,0,0,HYP-NORMAL,
2026-07-06T05:45:00+00:00,23,702.4,118.9,7.06,36.75,8.06,DSYA4_L1,3.94,1,,2.73,1,0,,0,0,HYP-NORMAL,
2026-07-06T06:00:00+00:00,24,737.9,123.1,7,36.91,8.17,DSYA4_L1,4.57,1,,3.61,1,0,,0,0,HYP-NORMAL,
2026-07-06T06:15:00+00:00,25,870.5,141.7,6.79,37.08,8.29,DSYA4_L1,4.62,1,,3.58,1,0,,0,0,HYP-NORMAL,
2026-07-06T06:30:00+00:00,26,1003,158,6.57,37.26,8.41,DSYA4_L1,6.33,1,,4.96,1,0,,0,0,HYP-NORMAL,
2026-07-06T06:45:00+00:00,27,1134,174.6,6.35,37.45,8.54,DSYA4_L1,8.08,1,,6.43,1,0,,0,0,HYP-NORMAL,
2026-07-06T07:00:00+00:00,28,1268,189.6,6.13,37.64,8.68,DSYA4_L1,10.58,1,,8.39,1,0,,0,0,HYP-NORMAL,
2026-07-06T07:15:00+00:00,29,1396,203.8,5.92,37.85,8.82,DSYA4_L1,12.35,1,,10.51,1,0,,0,0,HYP-NORMAL,
2026-07-06T07:30:00+00:00,30,1538,220.2,5.7,38.06,8.97,DSYA4_L1,14.86,1,,12.09,1,0,,0,0,HYP-NORMAL,
2026-07-06T07:45:00+00:00,31,1661,233.8,5.5,38.28,9.12,DSYA4_L1,18,1,,14.41,1,0,,0,0,HYP-NORMAL,
2026-07-06T08:00:00+00:00,32,1787,249.5,5.3,38.5,9.28,DSYA4_L1,20.14,1,,16.89,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T08:15:00+00:00,33,1834,254,5.22,38.73,9.45,DSYA4_L1,23.39,1,,19.07,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T08:30:00+00:00,34,1869,256.6,5.17,38.96,9.62,DSYA4_L1,24.7,1,,20.15,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T08:45:00+00:00,35,1909,259.9,5.1,39.19,9.79,DSYA4_L1,25.56,1,,21.04,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T09:00:00+00:00,36,1960,266.2,5.02,39.42,9.96,DSYA4_L1,26.02,1,,21.72,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T09:15:00+00:00,37,1957,265.4,5.02,39.65,10.14,DSYA4_L1,27.45,1,,22.59,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T09:30:00+00:00,38,1949,264.5,5.04,39.88,10.31,DSYA4_L1,28,1,,22.88,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T09:45:00+00:00,39,1942,264.3,5.05,40.11,10.49,DSYA4_L1,27.75,1,,22.81,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T10:00:00+00:00,40,1928,260.9,5.07,40.34,10.66,DSYA4_L1,27.55,1,,22.82,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T10:15:00+00:00,41,1946,263.8,5.04,40.56,10.84,DSYA4_L1,27.18,1,,22.14,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T10:30:00+00:00,42,1960,266.1,5.02,40.78,11.01,DSYA7_L1,27.3,1,,22.49,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T10:45:00+00:00,43,1972,268.8,5,40.99,11.18,DSYA4_L1,27.52,1,,22.81,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T11:00:00+00:00,44,1974,272,5,41.19,11.35,DSYA3_L1,27.93,1,,23.08,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T11:15:00+00:00,45,1986,276,4.99,41.39,11.51,DSYA4_L1,28.05,1,,23.05,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T11:30:00+00:00,46,1994,276.8,4.98,41.58,11.66,DSYA4_L1,28.39,1,,23.32,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T11:45:00+00:00,47,1980,276.1,5,41.76,11.81,DSYA4_L1,28.61,1,,23.24,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T12:00:00+00:00,48,1967,275.9,5.02,41.93,11.95,DSYA4_L1,28.19,1,,23.06,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T12:15:00+00:00,49,1949,275.6,5.06,42.09,12.09,DSYA4_L1,28.32,1,,22.86,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T12:30:00+00:00,50,1932,276.3,5.09,42.23,12.21,DSYA7_L1,27.86,1,,22.29,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T12:45:00+00:00,51,1905,273.9,5.13,42.37,12.33,DSYA3_L1,27.48,1,,22.23,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T13:00:00+00:00,52,1889,274.9,5.16,42.49,12.43,DSYA4_L1,27,1,,21.96,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T13:15:00+00:00,53,1904,278.7,5.14,42.6,12.53,DSYA3_L1,27.03,1,,21.08,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T13:30:00+00:00,54,1922,279.4,5.11,42.7,12.61,DSYA3_L1,26.83,1,,21.11,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T13:45:00+00:00,55,1945,285.6,5.08,42.78,12.68,DSYA4_L1,27.02,1,,21.93,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T14:00:00+00:00,56,1952,286.7,5.07,42.85,12.74,DSYA4_L1,27.38,1,,21.98,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T14:15:00+00:00,57,1977,291.2,5.03,42.9,12.78,DSYA4_L1,27.93,1,,22.09,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T14:30:00+00:00,58,1996,291.8,5,42.94,12.82,DSYA4_L1,27.8,1,,22.34,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T14:45:00+00:00,59,2015,295,4.97,42.96,12.84,DSYA4_L1,28.76,1,,22.66,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T15:00:00+00:00,60,2045,299.7,4.92,42.97,12.84,DSYA4_L1,28.67,1,,23.37,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T15:15:00+00:00,61,2049,299.9,4.92,42.96,12.84,DSYA4_L1,29.68,1,,23.72,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T15:30:00+00:00,62,2053,298.7,4.91,42.94,12.82,DSYA4_L1,29.86,1,,24.06,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T15:45:00+00:00,63,2061,301.9,4.9,42.9,12.78,DSYA4_L1,30.1,1,,23.9,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T16:00:00+00:00,64,2055,301,4.91,42.85,12.74,DSYA4_L1,30.05,1,,23.99,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T16:15:00+00:00,65,2059,299.3,4.9,42.78,12.68,DSYA4_L1,30,1,,23.89,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T16:30:00+00:00,66,2046,296.9,4.92,42.7,12.61,DSYA3_L1,30.05,1,,24.19,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T16:45:00+00:00,67,2031,295,4.94,42.6,12.53,DSYA4_L1,29.77,1,,24.27,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T17:00:00+00:00,68,2030,294.7,4.94,42.49,12.43,DSYA4_L1,29.59,1,,23.79,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T17:15:00+00:00,69,2004,294.1,4.99,42.37,12.33,DSYA7_L1,29.55,1,,23.65,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T17:30:00+00:00,70,1974,290,5.03,42.23,12.21,DSYA7_L1,29.07,1,,23.38,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T17:45:00+00:00,71,1948,287.2,5.08,42.09,12.09,DSYA7_L1,28.57,1,,22.74,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T18:00:00+00:00,72,1920,286.2,5.12,41.93,11.95,DSYA3_L1,27.94,1,,22.54,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T18:15:00+00:00,73,1884,281.1,5.18,41.76,11.81,DSYA7_L1,27.62,1,,21.83,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T18:30:00+00:00,74,1864,278.7,5.21,41.58,11.66,DSYA7_L1,27.09,1,,20.82,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T18:45:00+00:00,75,1829,272.7,5.26,41.39,11.51,DSYA7_L1,26.39,1,,20.85,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T19:00:00+00:00,76,1803,268.8,5.3,41.19,11.35,DSYA7_L1,25.63,1,,20.09,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T19:15:00+00:00,77,1819,272.9,5.28,40.99,11.18,DSYA7_L1,25.15,1,,19.59,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T19:30:00+00:00,78,1840,276.1,5.25,40.78,11.01,DSYA7_L1,24.95,1,,19.86,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T19:45:00+00:00,79,1851,277.4,5.23,40.56,10.84,DSYA4_L1,25.15,1,,19.95,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T20:00:00+00:00,80,1858,279,5.22,40.34,10.66,DSYA3_L1,25.22,1,,20.04,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T20:15:00+00:00,81,1821,276.8,5.28,40.11,10.49,DSYA4_L1,25.6,1,,20.29,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T20:30:00+00:00,82,1796,273.9,5.33,39.88,10.31,DSYA3_L1,25.03,1,,19.58,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T20:45:00+00:00,83,1747,265.8,5.4,39.65,10.14,DSYA3_L1,24.7,1,,19.16,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T21:00:00+00:00,84,1715,260,5.45,39.42,9.96,DSYA7_L1,23.98,1,,18.58,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-06T21:15:00+00:00,85,1642,246.9,5.56,39.19,9.79,DSYA3_L1,23.34,1,,18.03,1,0,,0,0,HYP-NORMAL,
2026-07-06T21:30:00+00:00,86,1580,238.1,5.65,38.96,9.62,DSYA3_L1,22.48,1,,16.95,1,0,,0,0,HYP-NORMAL,
2026-07-06T21:45:00+00:00,87,1508,229.2,5.77,38.73,9.45,DSYA7_L1,20.87,1,,15.75,1,0,,0,0,HYP-NORMAL,
2026-07-06T22:00:00+00:00,88,1444,221.1,5.87,38.5,9.28,DSYA7_L1,19.94,1,,14.93,1,0,,0,0,HYP-NORMAL,
2026-07-06T22:15:00+00:00,89,1343,207.9,6.03,38.28,9.12,DSYA3_L1,18.4,1,,13.93,1,0,,0,0,HYP-NORMAL,
2026-07-06T22:30:00+00:00,90,1235,194.7,6.21,38.06,8.97,DSYA3_L1,17.23,1,,12.47,1,0,,0,0,HYP-NORMAL,
2026-07-06T22:45:00+00:00,91,1133,181.3,6.37,37.85,8.82,DSYA7_L1,15.3,1,,10.45,1,0,,0,0,HYP-NORMAL,
2026-07-06T23:00:00+00:00,92,1026,167.7,6.54,37.64,8.68,DSYA3_L1,13.59,1,,9.31,1,0,,0,0,HYP-NORMAL,
2026-07-06T23:15:00+00:00,93,928.1,152.8,6.7,37.45,8.54,DSYA7_L1,11.54,1,,7.54,1,0,,0,0,HYP-NORMAL,
2026-07-06T23:30:00+00:00,94,834.9,139.9,6.85,37.26,8.41,DSYA3_L1,10.04,1,,6.3,1,0,,0,0,HYP-NORMAL,
2026-07-06T23:45:00+00:00,95,741,126.7,7.01,37.08,8.29,DSYA7_L1,8.63,1,,5.12,1,0,,0,0,HYP-NORMAL,
2026-07-07T00:00:00+00:00,96,644.4,111.3,7.16,37.01,8.24,DSYA3_L1,7.26,1,,4.45,1,0,,0,0,HYP-NORMAL,
2026-07-07T00:15:00+00:00,97,625.1,108.5,7.19,36.85,8.13,DSYA7_L1,5.73,1,,3.09,1,0,,0,0,HYP-NORMAL,
2026-07-07T00:30:00+00:00,98,609.8,106.6,7.22,36.71,8.03,DSYA7_L1,4.93,1,,3.08,1,0,,0,0,HYP-NORMAL,
2026-07-07T00:45:00+00:00,99,595.3,104.1,7.24,36.57,7.94,DSYA3_L1,4.24,1,,2.73,1,0,,0,0,HYP-NORMAL,
2026-07-07T01:00:00+00:00,100,584.6,101.6,7.26,36.45,7.86,DSYA3_L1,3.98,1,,2.53,1,0,,0,0,HYP-NORMAL,
2026-07-07T01:15:00+00:00,101,569.8,99.2,7.28,36.34,7.79,DSYA3_L1,3.82,1,,2.38,1,0,,0,0,HYP-NORMAL,
2026-07-07T01:30:00+00:00,102,558.5,97.1,7.3,36.24,7.73,DSYA3_L1,3.72,1,,1.9,1,0,,0,0,HYP-NORMAL,
2026-07-07T01:45:00+00:00,103,551.8,97,7.31,36.16,7.67,DSYA3_L1,3.07,1,,2.23,1,0,,0,0,HYP-NORMAL,
2026-07-07T02:00:00+00:00,104,540.7,95.6,7.33,36.1,7.63,DSYA7_L1,2.97,1,,2.17,1,0,,0,0,HYP-NORMAL,
2026-07-07T02:15:00+00:00,105,536.9,94.7,7.33,36.04,7.6,DSYA4_L1,3.12,1,,2.18,1,0,,0,0,HYP-NORMAL,
2026-07-07T02:30:00+00:00,106,531.4,94.1,7.34,36,7.57,DSYA1_L1,2.82,1,,1.94,1,0,,0,0,HYP-NORMAL,
2026-07-07T02:45:00+00:00,107,528.6,94,7.35,35.98,7.56,DSYA3_L1,2.87,1,,1.82,1,0,,0,0,HYP-NORMAL,
2026-07-07T03:00:00+00:00,108,526.3,93.2,7.35,35.97,7.55,DSYA1_L1,2.79,1,,1.78,1,0,,0,0,HYP-NORMAL,
2026-07-07T03:15:00+00:00,109,526,93.2,7.35,35.98,7.56,DSYA4_L1,2.53,1,,1.63,1,0,,0,0,HYP-NORMAL,
2026-07-07T03:30:00+00:00,110,526.1,93.2,7.35,36,7.57,DSYA4_L1,2.6,1,,2.08,1,0,,0,0,HYP-NORMAL,
2026-07-07T03:45:00+00:00,111,525.1,93.3,7.35,36.04,7.6,DSYA1_L1,2.83,1,,2,1,0,,0,0,HYP-NORMAL,
2026-07-07T04:00:00+00:00,112,527.2,93.5,7.35,36.1,7.63,DSYA7_L1,3.16,1,,1.87,1,0,,0,0,HYP-NORMAL,
2026-07-07T04:15:00+00:00,113,531.9,93.7,7.34,36.16,7.67,DSYA4_L3,2.71,1,,1.71,1,0,,0,0,HYP-NORMAL,
2026-07-07T04:30:00+00:00,114,543.7,95.5,7.32,36.24,7.73,DSYA4_L1,2.77,1,,1.86,1,0,,0,0,HYP-NORMAL,
2026-07-07T04:45:00+00:00,115,550.4,96.4,7.31,36.34,7.79,DSYA4_L1,2.79,1,,2.09,1,0,,0,0,HYP-NORMAL,
2026-07-07T05:00:00+00:00,116,563.1,98.4,7.29,36.45,7.86,DSYA2_L1,2.78,1,,2.28,1,0,,0,0,HYP-NORMAL,
2026-07-07T05:15:00+00:00,117,603.7,105.1,7.23,36.57,7.94,DSYA3_L1,3.12,1,,2.33,1,0,,0,0,HYP-NORMAL,
2026-07-07T05:30:00+00:00,118,646.7,112.1,7.16,36.71,8.03,DSYA4_L1,3.27,1,,2.52,1,0,,0,0,HYP-NORMAL,
2026-07-07T05:45:00+00:00,119,683.3,117.3,7.1,36.85,8.13,DSYA4_L1,3.88,1,,2.55,1,0,,0,0,HYP-NORMAL,
2026-07-07T06:00:00+00:00,120,722.4,123.2,7.03,37.01,8.24,DSYA4_L1,3.76,1,,3.31,1,0,,0,0,HYP-NORMAL,
2026-07-07T06:15:00+00:00,121,851.3,142.8,6.83,37.18,8.36,DSYA4_L1,4.41,1,,3.55,1,0,,0,0,HYP-NORMAL,
2026-07-07T06:30:00+00:00,122,979,161.4,6.62,37.36,8.48,DSYA4_L1,6.14,1,,4.68,1,0,,0,0,HYP-NORMAL,
2026-07-07T06:45:00+00:00,123,1108,178.2,6.41,37.55,8.61,DSYA4_L1,7.85,1,,5.82,1,0,,0,0,HYP-NORMAL,
2026-07-07T07:00:00+00:00,124,1238,194.3,6.2,37.75,8.75,DSYA4_L1,9.65,1,,7.95,1,0,,0,0,HYP-NORMAL,
2026-07-07T07:15:00+00:00,125,1368,211.6,5.99,37.95,8.89,DSYA4_L1,12.24,1,,9.71,1,0,,0,0,HYP-NORMAL,
2026-07-07T07:30:00+00:00,126,1492,226.4,5.79,38.16,9.04,DSYA4_L1,14.2,1,,11.5,1,0,,0,0,HYP-NORMAL,
2026-07-07T07:45:00+00:00,127,1629,242.6,5.57,38.38,9.2,DSYA4_L1,16.86,1,,13.74,1,0,,0,0,HYP-NORMAL,
2026-07-07T08:00:00+00:00,128,1773,261.8,5.35,38.6,9.36,DSYA4_L1,19.69,1,,15.79,1,0,,0,0,HYP-NORMAL,
2026-07-07T08:15:00+00:00,129,1810,264.9,5.29,38.83,9.52,DSYA4_L1,22.78,1,,17.9,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T08:30:00+00:00,130,1861,269.8,5.2,39.06,9.69,DSYA4_L1,24.42,1,,19.55,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T08:45:00+00:00,131,1888,271.9,5.16,39.29,9.86,DSYA4_L1,25.5,1,,19.96,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T09:00:00+00:00,132,1917,275.6,5.11,39.52,10.03,DSYA4_L1,25.99,1,,21.15,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T09:15:00+00:00,133,1901,275.6,5.14,39.75,10.21,DSYA4_L1,26.54,1,,21.7,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T09:30:00+00:00,134,1877,271.9,5.18,39.98,10.39,DSYA4_L1,26.6,1,,21.21,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T09:45:00+00:00,135,1865,271.9,5.2,40.21,10.56,DSYA3_L1,26.17,1,,21.38,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T10:00:00+00:00,136,1856,269.6,5.21,40.44,10.74,DSYA4_L1,26.12,1,,21.01,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T10:15:00+00:00,137,1865,271.6,5.2,40.66,10.92,DSYA4_L1,25.61,1,,20.42,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T10:30:00+00:00,138,1880,271.5,5.17,40.87,11.09,DSYA4_L1,25.43,1,,20.85,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T10:45:00+00:00,139,1896,273.9,5.15,41.09,11.26,DSYA4_L1,26.12,1,,20.88,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T11:00:00+00:00,140,1909,277.1,5.13,41.29,11.42,DSYA4_L1,26.15,1,,21.69,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T11:15:00+00:00,141,1910,276.1,5.13,41.49,11.59,DSYA4_L1,26.7,1,,20.98,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T11:30:00+00:00,142,1901,275.6,5.14,41.68,11.74,DSYA4_L1,27.21,1,,21.43,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T11:45:00+00:00,143,1895,273.3,5.15,41.86,11.89,DSYA4_L1,26.62,1,,21.3,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T12:00:00+00:00,144,1887,271.4,5.16,42.02,12.03,DSYA4_L1,26.31,1,,21.53,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T12:15:00+00:00,145,1855,267,5.21,42.18,12.17,DSYA3_L1,26.23,1,,21.21,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T12:30:00+00:00,146,1838,268,5.24,42.33,12.29,DSYA4_L1,26.05,1,,20.86,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T12:45:00+00:00,147,1815,267.1,5.28,42.47,12.41,DSYA7_L1,25.53,1,,20.32,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T13:00:00+00:00,148,1795,263.7,5.31,42.59,12.51,DSYA7_L1,24.94,1,,19.84,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T13:15:00+00:00,149,1795,261.4,5.31,42.7,12.61,DSYA3_L1,24.67,1,,19.76,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T13:30:00+00:00,150,1824,264.9,5.26,42.79,12.69,DSYA3_L1,24.47,1,,19.39,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T13:45:00+00:00,151,1832,266.3,5.25,42.87,12.76,DSYA4_L1,24.55,1,,19.93,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T14:00:00+00:00,152,1843,267.3,5.23,42.94,12.82,DSYA4_L1,25,1,,20.14,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T14:15:00+00:00,153,1862,270.2,5.2,42.99,12.87,DSYA4_L1,25.11,1,,20.41,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T14:30:00+00:00,154,1863,269.4,5.2,43.03,12.9,DSYA4_L1,25.48,1,,20.45,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T14:45:00+00:00,155,1887,272.7,5.16,43.05,12.92,DSYA3_L1,25.61,1,,20.83,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T15:00:00+00:00,156,1916,275.1,5.11,43.06,12.93,DSYA4_L1,26.17,1,,21.12,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T15:15:00+00:00,157,1909,274.4,5.12,43.05,12.92,DSYA4_L1,26.27,1,,21.46,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T15:30:00+00:00,158,1902,273,5.13,43.03,12.9,DSYA4_L1,26.77,1,,21.48,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T15:45:00+00:00,159,1901,271.9,5.13,42.99,12.87,DSYA4_L1,26.62,1,,21.75,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T16:00:00+00:00,160,1904,273.3,5.13,42.94,12.82,DSYA4_L1,26.89,1,,21.87,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T16:15:00+00:00,161,1906,271.2,5.12,42.87,12.76,DSYA4_L1,26.45,1,,21.49,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
2026-07-07T16:30:00+00:00,162,1905,271.3,5.13,42.79,12.69,DSYA4_L1,26.72,1,,21.7,1,0,,0,0,HYP-NORMAL,ALM-PANEL-TEMP
